"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,       "CD"       ,       "CL"       ,       "CMz"      
          48,      0.6465434416,      -5.813317101,    0.001102132391,      0.2348072422,    0.001174197092
          49,      0.6484500639,      -5.819593628,   0.0007143139183,      0.2419304585,    0.003060151812
          50,      0.6541567013,       -5.82516884,   0.0002354143469,      0.2483394131,    0.004446948688
          51,      0.6547523512,      -5.832669832,  -0.0002896387448,      0.2534150283,    0.005146903566
          52,      0.6477746214,      -5.843472105,  -0.0008260181157,      0.2568075605,    0.005085849833
          53,      0.6477827409,      -5.857407798,   -0.001338412769,      0.2584414598,     0.00430065186
          54,      0.6421945168,      -5.873228044,   -0.001777349083,      0.2584501722,    0.002916746637
          55,      0.6406369759,      -5.889365633,   -0.002073219036,      0.2570787815,    0.001116939719
          56,      0.6372295746,      -5.904600894,   -0.002144063214,      0.2545967272,  -0.0008904367218
          57,      0.6356372248,      -5.918334193,   -0.001915488984,      0.2512495747,   -0.002899909696
          58,      0.6316466394,      -5.930453054,    -0.00134477782,      0.2472558573,   -0.004731380001
          59,      0.6248649504,      -5.941062532,  -0.0004392328466,      0.2428346506,   -0.006244384842
          60,      0.6306886841,      -5.950328518,   0.0007382856387,      0.2382391549,   -0.007342747379
          61,      0.6396172921,      -5.958445266,    0.002077963168,      0.2337738229,   -0.007971057997
          62,      0.6399494405,      -5.965630243,    0.003441583274,      0.2297837379,   -0.008107561629
          63,      0.6353846685,      -5.972135627,    0.004684306873,      0.2266188941,   -0.007758989102
          64,       0.631844061,      -5.978351215,     0.00567369248,      0.2245874669,   -0.006960731466
          65,      0.6346722748,      -5.984954337,    0.006303037178,      0.2239152631,    -0.00578146879
          66,      0.6341581201,      -5.992919583,    0.006499415497,      0.2247224737,   -0.004327470275
          67,      0.6379933938,      -6.003254976,    0.006228397738,      0.2270185515,   -0.002740345774
          68,      0.6422235278,      -6.016564676,    0.005497029218,      0.2307070702,   -0.001184265524
          69,      0.6400368644,      -6.032689515,    0.004355114432,      0.2355906684,   0.0001763886866
          70,      0.6395267652,      -6.050636096,    0.002893212267,       0.241370875,    0.001203035697
          71,      0.6412206988,      -6.068863818,    0.001235613088,      0.2476467724,    0.001804277027
          72,      0.6406968068,      -6.085837678,  -0.0004719555237,      0.2539234771,    0.001945805468
          73,      0.6383952404,      -6.100596923,   -0.002078589919,      0.2596416482,    0.001646573567
          74,      0.6383098908,      -6.113039122,   -0.003445590741,      0.2642315314,   0.0009644639111
          75,      0.6411281971,      -6.123797676,   -0.004461892092,      0.2671844251,  -2.170787937e-05
          76,      0.6400706745,      -6.133865965,   -0.005054767173,      0.2681266086,   -0.001226805721
          77,      0.6391875908,      -6.144215473,    -0.00519467684,       0.266879511,   -0.002566417914
          78,      0.6395240082,      -6.155519687,    -0.00489461531,      0.2634944833,    -0.00395622851
          79,      0.6397014141,      -6.167953561,   -0.004205063645,      0.2582578024,   -0.005307251235
          80,      0.6383692591,      -6.181021522,   -0.003206071616,      0.2516675177,   -0.006521836714
          81,      0.6407171344,      -6.193494395,   -0.001997427701,      0.2443866994,   -0.007494604366
          82,      0.6388758407,      -6.203655105,  -0.0006876883325,      0.2371787777,   -0.008120199422
          83,      0.6397065431,      -6.210002879,   0.0006169342661,      0.2308300278,   -0.008306824934
          84,      0.6356567083,      -6.212154412,    0.001822542603,      0.2260647751,   -0.007992257753
          85,      0.6375469178,      -6.211264643,    0.002855018616,      0.2234609747,   -0.007158106725
          86,      0.6351690089,      -6.209536778,    0.003663858675,      0.2233772373,   -0.005838599632
          87,      0.6393224701,      -6.209195467,    0.004222038751,      0.2259027279,   -0.004121952904
          88,      0.6400072381,      -6.211631134,    0.004523031927,      0.2308382946,   -0.002144475413
          89,      0.6399141733,      -6.217040164,    0.004576407004,       0.237712659,  -7.868661103e-05
          90,      0.6502021499,      -6.224490532,    0.004403455961,      0.2458332502,    0.001882948345
          91,      0.6499248759,       -6.23225278,    0.004033785269,      0.2543664755,    0.003547204327
          92,      0.6510681132,      -6.238309531,    0.003502933175,        0.26243775,    0.004740769105
          93,       0.653594353,      -6.240971224,    0.002850756639,      0.2692380761,    0.005330601778
          94,      0.6574218044,      -6.239436842,    0.002120111447,      0.2741221675,    0.005241671136
          95,      0.6560800854,       -6.23407685,    0.001355480655,      0.2766837047,    0.004469209612
          96,      0.6537751384,      -6.226311007,   0.0006012498211,      0.2767953039,     0.00308255162
          97,      0.6509239225,      -6.218160734,  -0.0001004061877,        0.27460674,    0.001218897041
          98,       0.649708638,      -6.211714034,  -0.0007118688068,      0.2705058759,  -0.0009321873756
          99,      0.6503139501,      -6.208697803,   -0.001202575211,      0.2650544429,   -0.003150973464
         100,      0.6487741361,      -6.210199348,   -0.001551385424,      0.2589108484,   -0.005213293267
         101,      0.6502170356,      -6.216499128,     -0.0017481935,      0.2527510481,   -0.006916282461
         102,      0.6490226038,      -6.226984482,   -0.001794243942,       0.247196989,   -0.008100643558
         103,      0.6471275009,      -6.240168141,   -0.001700992901,      0.2427592197,   -0.008666550323
         104,      0.6471181165,      -6.253903855,   -0.001487952899,      0.2397971843,   -0.008581549627
         105,       0.645831541,      -6.265898607,   -0.001180077303,       0.238497742,   -0.007880221583
         106,      0.6534511022,      -6.274458758,  -0.0008052144496,      0.2388710521,   -0.006656433207
         107,      0.6503109976,      -6.279119948,  -0.0003919211586,      0.2407634702,   -0.005049432085
         108,      0.6505081356,      -6.280737503,   3.238414176e-05,      0.2438870514,   -0.003225781489
         109,      0.6527082274,      -6.280990661,   0.0004427801086,      0.2478613911,   -0.001360348206
         110,      0.6513481825,      -6.281693695,   0.0008177737239,       0.252260766,   0.0003808442823
         111,      0.6533170593,      -6.284302143,    0.001140095845,      0.2566611949,    0.001854742189
         112,      0.6529945689,      -6.289705631,    0.001397467029,      0.2606832243,    0.002951953838
         113,      0.6534086267,      -6.298205984,    0.001583176424,      0.2640258871,    0.003603752474
         114,      0.6535227358,      -6.309564947,    0.001696298847,      0.2664882192,    0.003785264801
         115,      0.6501397912,      -6.323067006,    0.001741433483,      0.2679767319,    0.003514878444
         116,      0.6475026866,      -6.337610495,    0.001727885696,      0.2684997352,    0.002850071796
         117,       0.647158796,      -6.351876976,    0.001668311846,       0.268151361,    0.001880039624
         118,      0.6446968842,        -6.3646095,    0.001576870704,      0.2670891629,   0.0007156230492
         119,      0.6477258552,      -6.374953148,    0.001467108344,      0.2655089854,  -0.0005227676785
         120,      0.6487493503,      -6.382727842,    0.001349957968,      0.2636202637,   -0.001718006502
         121,      0.6476977514,      -6.388483164,    0.001232272562,      0.2616248335,   -0.002767953124
         122,      0.6469401292,      -6.393296768,     0.00111627547,      0.2597013904,   -0.003594289667
         123,      0.6481721412,      -6.398437901,    0.001000025126,      0.2579957801,   -0.004147729988
         124,      0.6472749376,      -6.405058323,   0.0008787260461,      0.2566161135,   -0.004409513073
         125,      0.6452272495,      -6.413991688,   0.0007465700677,      0.2556316538,   -0.004389490243
         126,       0.646457085,      -6.425658931,   0.0005987270276,      0.2550745971,   -0.004121476826
         127,      0.6446637588,      -6.440045633,   0.0004330867082,      0.2549439836,   -0.003656805626
         128,      0.6449626884,      -6.456718134,   0.0002514432638,      0.2552109769,   -0.003057109776
         129,      0.6424105186,      -6.474871982,   5.996805975e-05,      0.2558248071,   -0.002387285356
         130,       0.643362127,      -6.493430256,  -0.0001310912456,      0.2567187672,   -0.001709361359
         131,      0.6456329868,      -6.511220331,  -0.0003084029711,      0.2578158053,   -0.001077714482
         132,      0.6426283966,      -6.527231634,   -0.000457062841,      0.2590335123,  -0.0005358096717
         133,      0.6427020027,      -6.540893964,  -0.0005624126575,      0.2602884813,  -0.0001144924856
         134,      0.6428800713,      -6.552259469,  -0.0006118857993,       0.261500033,   0.0001682869489
         135,      0.6417788745,      -6.561991356,  -0.0005966271243,      0.2625934743,   0.0003066439277
         136,      0.6424707181,      -6.571161755,  -0.0005127244297,      0.2635032292,   0.0003052840476
         137,      0.6413930177,      -6.580954575,  -0.0003619336398,      0.2641761624,   0.0001777945246
         138,      0.6451004224,      -6.592385277,  -0.0001518347032,       0.264575108,  -5.506365936e-05
         139,      0.6453677155,      -6.606100915,   0.0001045969411,      0.2646822436,  -0.0003670079611
         140,      0.6436487924,      -6.622271162,   0.0003899683794,      0.2645016827,  -0.0007279045013
         141,      0.6443759201,      -6.640560661,   0.0006839088369,      0.2640605857,    -0.00110557236
         142,       0.642851226,      -6.660184876,    0.000964838915,      0.2634082312,   -0.001467800913
         143,      0.6436939392,      -6.680065155,    0.001211901897,      0.2626127596,   -0.001784576393
         144,      0.6431250385,      -6.699086819,    0.001406871377,      0.2617556445,   -0.002030401021
         145,      0.6437768824,      -6.716406343,      0.0015358349,       0.260924332,   -0.002186475351
         146,      0.6441521371,      -6.731683014,    0.001590462856,      0.2602038212,    -0.00224244354
         147,      0.6425520487,      -6.745106853,    0.001568708845,      0.2596681827,   -0.002197405167
         148,      0.6417810972,      -6.757197286,    0.001474862282,      0.2593730387,   -0.002059984924
         149,      0.6417885321,      -6.768481332,    0.001318952458,      0.2593499105,   -0.001847394719
         150,      0.6403809116,      -6.779213217,      0.0011155877,      0.2596030788,   -0.001583579651
         151,      0.6384238994,      -6.789255912,   0.0008823747129,      0.2601092982,   -0.001296675147
         152,      0.6410685924,       -6.79816978,   0.0006381160017,      0.2608203896,   -0.001016093321
         153,      0.6404246189,      -6.805477201,   0.0004010007589,      0.2616684112,  -0.0007695914066
         154,      0.6390717603,      -6.810994461,   0.0001869986655,      0.2625728185,  -0.0005806550166
         155,       0.637966955,      -6.815064544,   8.628412943e-06,      0.2634487976,  -0.0004664516474
         156,      0.6376688059,      -6.818555227,  -0.0001257902892,      0.2642158504,  -0.0004365049381
         157,      0.6413661301,      -6.822614661,  -0.0002123697373,      0.2648057126,  -0.0004921408962
         158,      0.6387836244,      -6.828298197,   -0.000251412182,      0.2651688009,  -0.0006266739721
         159,      0.6411752093,      -6.836202204,  -0.0002467837389,      0.2652785833,  -0.0008262489449
         160,      0.6398363743,      -6.846188887,  -0.0002050324632,      0.2651335243,   -0.001071225559
         161,      0.6382324689,      -6.857256717,  -0.0001343871795,      0.2647565361,   -0.001337984841
         162,      0.6384939988,      -6.867648066,  -4.376078927e-05,      0.2641921302,   -0.001601035014
         163,      0.6393369201,      -6.875312576,   5.814422124e-05,      0.2635016222,   -0.001835295351
         164,      0.6397458035,      -6.878708187,   0.0001635718231,      0.2627567988,   -0.002018418275
         165,      0.6387017009,      -6.877584782,   0.0002662509091,      0.2620325624,   -0.002132931331
         166,      0.6387022573,      -6.873207289,   0.0003616850438,      0.2613994018,   -0.002167913273
         167,      0.6399640044,      -6.867844333,   0.0004471636631,      0.2609166705,   -0.002119990955
         168,      0.6392956025,      -6.863936547,   0.0005215405016,      0.2606273501,   -0.001993591351
         169,      0.6384909139,      -6.863446705,   0.0005848601312,      0.2605546602,   -0.001800452795
         170,      0.6384964455,      -6.867547545,   0.0006379128337,      0.2607007521,   -0.001558435962
         171,      0.6388417347,      -6.876535482,    0.000681776265,      0.2610475141,    -0.00128974584
         172,      0.6398419545,      -6.889829395,   0.0007174027879,      0.2615592869,   -0.001018750986
         173,      0.6415539775,      -6.906006279,   0.0007453090524,      0.2621871034,  -0.0007696277753
         174,      0.6411831123,      -6.922942759,   0.0007654043217,      0.2628739244,  -0.0005640677257
         175,      0.6423114092,      -6.938202024,   0.0007769817233,      0.2635603111,  -0.0004192672907
         176,      0.6412102629,      -6.949727466,   0.0007788570621,      0.2641900452,  -0.0003463781917
         177,      0.6418387315,      -6.956619793,   0.0007696224066,      0.2647152286,  -0.0003495920099
         178,       0.640903615,      -6.959510529,   0.0007479611957,       0.265100242,  -0.0004260157645
         179,      0.6412040258,      -6.960236429,   0.0007129743212,      0.2653240202,  -0.0005663312708
         180,      0.6394599884,      -6.961084502,   0.0006644756903,      0.2653806365,  -0.0007560382772
         181,      0.6388219897,      -6.964106816,   0.0006032122939,      0.2652785034,  -0.0009770677013
         182,      0.6378620838,      -6.970741411,   0.0005309717999,      0.2650384388,   -0.001209598867
         183,      0.6366549696,      -6.981693588,   0.0004505677504,      0.2646908707,   -0.001433911894
         184,       0.635950099,      -6.996944185,   0.0003657127751,      0.2642725352,   -0.001632101652
         185,      0.6372935759,      -7.015790759,   0.0002807925677,      0.2638230173,   -0.001789504336
         186,      0.6363601674,      -7.036908861,   0.0002005580417,      0.2633814203,   -0.001895732102
         187,      0.6369247404,       -7.05849212,   0.0001297632923,      0.2629833819,    -0.00194526463
         188,      0.6379055696,      -7.078552819,   7.278653426e-05,      0.2626585785,   -0.001937592504
         189,      0.6423909495,      -7.095399041,   3.326736666e-05,      0.2624288118,   -0.001876927338
         190,      0.6418502837,      -7.108141028,   1.380228796e-05,      0.2623068157,   -0.001771502109
         191,      0.6438253011,      -7.116951549,   1.574505625e-05,      0.2622959209,    -0.00163254332
         192,      0.6427662137,      -7.122915391,   3.912518981e-05,      0.2623905402,    -0.00147307449
         193,      0.6422335601,      -7.127587379,   8.266914786e-05,      0.2625772785,   -0.001306702806
         194,      0.6415399178,      -7.132525874,   0.0001439019794,      0.2628365077,   -0.001146484042
         195,      0.6416498127,      -7.138981141,   0.0002193208941,      0.2631442912,   -0.001003934474
         196,      0.6404161881,      -7.147761643,   0.0003046219065,      0.2634745137,  -0.0008882490114
         197,      0.6431950996,      -7.159212764,   0.0003949631696,      0.2638010504,  -0.0008057705587
         198,      0.6427895185,       -7.17323805,   0.0004852487545,      0.2640998207,  -0.0007597342123
         199,      0.6417136614,      -7.189327913,   0.0005704205299,      0.2643505898,   -0.000750282838
         200,      0.6401793687,      -7.206598766,   0.0006457444771,       0.264538398,   -0.000774726937
         201,      0.6410973797,      -7.223872089,   0.0007070779985,      0.2646545203,  -0.0008280050618
         202,      0.6395679308,      -7.239832682,   0.0007511060923,      0.2646968858,  -0.0009032908296
         203,      0.6392993185,      -7.253281935,    0.000775534174,      0.2646699214,  -0.0009926888711
         204,      0.6396014792,      -7.263438133,   0.0007792229199,      0.2645838248,     -0.0010879609
         205,      0.6386671669,      -7.270164922,   0.0007622522791,      0.2644533277,   -0.001181220751
         206,      0.6379267955,       -7.27400799,    0.000725907515,      0.2642960716,   -0.001265540523
         207,      0.6394785762,      -7.276018915,   0.0006725890564,      0.2641307679,   -0.001335421924
         208,      0.6426419393,      -7.277462771,    0.000605655263,      0.2639753323,   -0.001387105103
         209,      0.6426129161,      -7.279538401,   0.0005292086851,      0.2638451799,   -0.001418706945
         210,      0.6417518888,       -7.28318746,   0.0004478394917,      0.2637518433,   -0.001430195353
         211,      0.6401995781,      -7.288999483,   0.0003663408607,      0.2637020383,   -0.001423216764
         212,      0.6406315663,      -7.297184979,   0.0002894133639,      0.2636972641,   -0.001400801341
         213,      0.6402155922,      -7.307586704,   0.0002213775373,      0.2637339672,   -0.001366975735
         214,      0.6394064497,      -7.319713064,   0.0001659135167,      0.2638042366,   -0.001326318458
         215,      0.6392219216,      -7.332794205,   0.0001258452665,      0.2638969413,     -0.0012834956
         216,      0.6387211132,      -7.345872189,   0.0001029830717,      0.2639991751,   -0.001242816446
         217,      0.6387233971,      -7.357935474,   9.803358062e-05,      0.2640978394,   -0.001207846913
         218,      0.6416040462,      -7.368092358,   0.0001105820562,       0.264181185,   -0.001181113931
         219,      0.6408469212,      -7.375751244,   0.0001391481126,      0.2642401447,   -0.001163926504
         220,      0.6406027839,      -7.380753514,   0.0001813139562,      0.2642693078,   -0.001156330525
         221,      0.6392679636,      -7.383409785,   0.0002339190555,      0.2642674232,   -0.001157203743
         222,      0.6398822119,      -7.384427228,   0.0002933048184,      0.2642373741,   -0.001164480766
         223,      0.6392373734,      -7.384760961,   0.0003555833144,      0.2641856466,   -0.001175477046
         224,      0.6418118014,      -7.385444323,   0.0004169053543,      0.2641213911,   -0.001187266829
         225,       0.641400681,       -7.38744008,   0.0004737101147,      0.2640552145,   -0.001197067968
         226,      0.6432718518,      -7.391526668,   0.0005229417995,      0.2639978493,   -0.001202590299
         227,      0.6439892498,      -7.398210344,    0.000562219054,      0.2639588549,   -0.001202310449
         228,      0.6479236084,      -7.407646404,   0.0005899455003,      0.2639454906,   -0.001195645099
         229,      0.6482400372,      -7.419559822,   0.0006053557737,      0.2639618826,   -0.001183006402
         230,      0.6491536247,      -7.433176818,   0.0006084982229,      0.2640085685,   -0.001165736377
         231,      0.6491772591,      -7.447214978,   0.0006001614283,      0.2640824612,   -0.001145930568
         232,      0.6514405639,      -7.460016531,   0.0005817560504,      0.2641772226,   -0.001126173181
         233,      0.6506096875,      -7.469902949,   0.0005551650909,      0.2642840023,   -0.001109214669
         234,      0.6516990004,      -7.475714611,   0.0005225734423,      0.2643924634,   -0.001097627638
         235,      0.6517967359,      -7.477301635,   0.0004862878923,      0.2644919828,   -0.001093481869
         236,      0.6510427922,      -7.475650062,   0.0004485665235,      0.2645728635,    -0.00109808183
         237,      0.6506912932,      -7.472547314,   0.0004114797755,      0.2646273918,   -0.001111799834
         238,      0.6499129823,      -7.470020047,   0.0003768122435,      0.2646506266,    -0.00113401801
         239,       0.648772168,      -7.469848872,   0.0003460010011,      0.2646408572,   -0.001163179037
         240,      0.6483806799,       -7.47328687,   0.0003201056616,      0.2645996966,   -0.001196938488
         241,      0.6483416007,      -7.480940348,   0.0002998079712,      0.2645318181,   -0.001232401421
         242,      0.6484292133,      -7.492720368,   0.0002854370034,      0.2644443852,   -0.001266415721
         243,      0.6490382252,      -7.507810025,   0.0002770124548,      0.2643462538,   -0.001295889653
         244,      0.6519122259,      -7.524667224,   0.0002742975836,      0.2642470375,   -0.001318100895
         245,      0.6526888844,      -7.541164094,   0.0002768546196,      0.2641561383,   -0.001330966966
         246,      0.6539283683,       -7.55499626,   0.0002840971687,       0.264081836,    -0.00133325185
         247,      0.6538086546,       -7.56437724,   0.0002953372942,      0.2640305139,   -0.001324688416
         248,      0.6550525986,      -7.568742236,   0.0003098281797,      0.2640061034,   -0.001305998694
         249,      0.6546548146,      -7.568993179,   0.0003268015527,      0.2640098223,      -0.001278805
         250,      0.6532881838,      -7.567092116,   0.0003454947102,      0.2640402245,   -0.001245448902
         251,      0.6523815844,      -7.565326792,   0.0003651652032,      0.2640935107,   -0.001208750138
         252,      0.6527554906,      -7.565698036,   0.0003850986779,      0.2641640405,   -0.001171733807
         253,      0.6535423032,      -7.569603117,   0.0004046153112,      0.2642449857,   -0.001137350027
         254,      0.6520006005,      -7.577745207,   0.0004230758453,      0.2643290561,   -0.001108211636
         255,       0.651903178,      -7.590138947,   0.0004398870295,      0.2644092157,   -0.001086374977
         256,       0.652132447,      -7.606129423,   0.0004545080125,      0.2644793187,   -0.001073183684
         257,      0.6516474657,      -7.624419776,   0.0004664595327,      0.2645346126,   -0.001069186798
         258,      0.6527167999,       -7.64317531,   0.0004753364785,      0.2645720712,   -0.001074133505
         259,      0.6524776003,      -7.660307147,   0.0004808235983,      0.2645905421,   -0.001087039719
         260,      0.6518008731,      -7.673982471,   0.0004827134649,      0.2645907058,   -0.001106318052
         261,      0.6517244508,      -7.683222497,   0.0004809236116,      0.2645748551,   -0.001129960457
         262,      0.6510960755,      -7.688258216,   0.0004755082877,      0.2645465199,   -0.001155754105
         263,      0.6498380281,      -7.690394138,   0.0004666632515,      0.2645099968,   -0.001181500043
         264,        0.64869183,      -7.691489845,   0.0004547254211,      0.2644698569,   -0.001205207054
         265,      0.6482168201,      -7.693396547,   0.0004401677319,      0.2644304826,    -0.00122524579
         266,      0.6473078542,      -7.697581515,   0.0004235876289,      0.2643956689,   -0.001240455797
         267,      0.6464847296,      -7.704966563,   0.0004056886665,      0.2643683165,   -0.001250200969
         268,      0.6472288044,      -7.715898515,   0.0003872558392,      0.2643502419,   -0.001254372496
         269,      0.6519114932,      -7.730168109,   0.0003691250695,      0.2643421117,   -0.001253342983
         270,      0.6523131833,      -7.747040282,   0.0003521471954,       0.264343496,   -0.001247880469
         271,      0.6607540338,      -7.765310026,   0.0003371474402,      0.2643530241,   -0.001239034719
         272,      0.6629064258,      -7.783434314,   0.0003248819626,      0.2643686188,   -0.001228009438
         273,      0.6642971603,      -7.799792617,   0.0003159934727,      0.2643877812,   -0.001216033226
         274,      0.6631449313,       -7.81306932,   0.0003109686917,       0.264407897,   -0.001204240467
         275,      0.6627642872,      -7.822635898,   0.0003101020051,       0.264426532,   -0.001193572337
         276,      0.6626799595,      -7.828735509,   0.0003134702629,      0.2644416862,   -0.001184707277
         277,      0.6626227375,      -7.832358255,    0.000320921537,      0.2644519772,    -0.00117802709
         278,      0.6617110908,      -7.834891863,   0.0003320777132,      0.2644567415,   -0.001173618834
         279,      0.6623215366,      -7.837741554,   0.0003463501097,      0.2644560523,    -0.00117130749
         280,      0.6644080779,      -7.842059741,   0.0003629678842,      0.2644506607,   -0.001170712013
         281,      0.6659535512,      -7.848614728,   0.0003810186752,      0.2644418743,   -0.001171316657
         282,      0.6664663313,      -7.857759119,   0.0003994997753,      0.2644313843,   -0.001172549127
         283,      0.6660811906,      -7.869447293,   0.0004173770207,      0.2644210641,   -0.001173857271
         284,      0.6671437716,      -7.883270201,   0.0004336477733,      0.2644127565,   -0.001174776612
         285,      0.6666489155,       -7.89850062,    0.000447403738,      0.2644080725,   -0.001174982356
         286,      0.6686241437,      -7.914161534,   0.0004578890379,      0.2644082195,   -0.001174321442
         287,      0.6677760887,      -7.929138876,   0.0004645491644,      0.2644138744,   -0.001172822566
         288,      0.6676658051,      -7.942351881,   0.0004670670294,      0.2644251119,   -0.001170684441
         289,      0.6673590508,      -7.952964129,    0.000465383021,      0.2644413944,    -0.00116824456
         290,      0.6663335782,      -7.960577502,   0.0004596966402,      0.2644616237,   -0.001165932464
         291,      0.6655210153,      -7.965332334,   0.0004504486644,      0.2644842506,   -0.001164213037
         292,       0.665232742,      -7.967868795,   0.0004382854794,      0.2645074282,    -0.00116352649
         293,      0.6657213601,      -7.969170338,   0.0004240099702,      0.2645291926,   -0.001164231908
         294,      0.6664523498,       -7.97035841,   0.0004085240175,      0.2645476512,   -0.001166560224
         295,      0.6657790047,      -7.972505248,   0.0003927669576,      0.2645611609,   -0.001170581111
         296,      0.6660037028,      -7.976496467,   0.0003776540015,      0.2645684815,   -0.001176186808
         297,      0.6678540247,      -7.982940194,   0.0003640188705,      0.2645688903,   -0.001183094299
         298,      0.6692038977,      -7.992101309,   0.0003525647118,       0.264562249,   -0.001190865328
         299,      0.6692562039,      -8.003841018,   0.0003438265424,      0.2645490186,   -0.001198942171
         300,      0.6683494047,      -8.017559366,   0.0003381473034,      0.2645302213,    -0.00120669564
         301,      0.6674258126,      -8.032168617,   0.0003356683201,      0.2645073539,   -0.001213480929
         302,      0.6687018643,      -8.046161737,   0.0003363336904,       0.264482262,   -0.001218696328
         303,      0.6686232632,      -8.057856927,   0.0003399070858,      0.2644569843,   -0.001221839704
         304,      0.6676758451,      -8.065841727,   0.0003459991685,      0.2644335805,   -0.001222557697
         305,      0.6675870535,      -8.069482276,   0.0003541039323,      0.2644139552,   -0.001220682452
         306,      0.6666841864,      -8.069219395,   0.0003636412999,      0.2643996966,   -0.001216251192
         307,       0.665381687,       -8.06644771,   0.0003740009639,      0.2643919478,   -0.001209506503
         308,      0.6659096622,      -8.063060923,   0.0003845822596,      0.2643913211,   -0.001200878505
         309,      0.6659673891,      -8.060940153,   0.0003948276092,      0.2643978589,   -0.001190951525
         310,      0.6673315349,      -8.061592526,   0.0004042490037,      0.2644110432,   -0.001180418132
